id,gender,citizenship,region,province,city_municipality,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,total_cash_inflow,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank
24335,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Antipolo,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,30000.0,4400,25600.0,More than 2 years,Owned,More than 5 years,Single,2-3,No,More than 5 years,Others,0,
24336,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Tagaytay,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,72000.0,14300,57700.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,
24337,Female,Filipino,NCR – National Capital Region,Metro Manila,Las Piñas,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,41000.0,45800,-4800.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0,
24338,Male,Filipino,Region IV‑A – CALABARZON,Laguna,Biñan,OFW/Seafarers,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,12200,37800.0,More than 2 years,Rented,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24339,Male,Filipino,Region VII – Central Visayas,Cebu,Bogo,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,400000.0,41000,359000.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24340,Female,Filipino,Region VI – Western Visayas,Iloilo,Concepcion,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,22800.0,9500,13300.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24341,Female,Filipino,NCR – National Capital Region,Metro Manila,Valenzuela,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,145292.0,27500,117792.0,More than 2 years,Free,1-5 years,Single,2-3,Yes,2-5 years,Professional/Managerial/Officer,0,
24342,Female,Filipino,NCR – National Capital Region,Metro Manila,Midsayap,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,10000,54200.0,24450,29750.0,1-2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,
24343,Female,Filipino,Region IV‑A – CALABARZON,Laguna,Santa Rosa,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,34000.0,7900,26100.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,
24344,Male,Filipino,Region II – Cagayan Valley,Isabela,Santiago,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,16600.0,4100,12500.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24345,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,33000.0,8500,24500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,
24346,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,OFW/Seafarers,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,73000.0,14000,59000.0,More than 2 years,Owned,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24347,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,22680.0,4360,18320.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0,
24349,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed with Business,With Business,"No, please prepare postdated checks for your monthly amortization",No,300000,110600.0,8500,102100.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,
24350,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,173000.0,23000,150000.0,More than 2 years,Rented,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,
24352,Female,Filipino,Region III – Central Luzon,Nueva Ecija,Cabanatuan,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,16000.0,11100,4900.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24353,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,30000.0,4600,25400.0,More than 2 years,Others,Less than a year,Single,0-1,No,Less than 1 year,Others,0,
24354,Male,Filipino,Region VI – Western Visayas,Iloilo,Iloilo City,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,1500,18500.0,23660,-5160.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,
24355,Male,Filipino,Region IV‑A – CALABARZON,Batangas,Tanauan,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,18540.0,6280,12260.0,More than 2 years,Owned,1-5 years,Single,more than 3,Yes,2-5 years,Others,0,
24356,Female,Filipino,Region VI – Western Visayas,Guimaras,Iloilo City,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,39500.0,25300,14200.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,
24357,Male,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,59572.0,8500,51072.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24359,Male,Filipino,Region X – Northern Mindanao,Misamis Oriental,Cagayan De Oro City,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,100000,140000.0,19000,121000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,
24361,Female,Filipino,Region III – Central Luzon,Bulacan,Balagtas,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,17500.0,7500,10000.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,
24362,Female,Filipino,Region III – Central Luzon,Bataan,Pilar,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,40000.0,6000,34000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24363,Female,Filipino,NCR – National Capital Region,Metro Manila,Las Piñas,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,1500,66500.0,45500,21000.0,1-2 years,Free,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,
24364,Female,Filipino,Region III – Central Luzon,Pampanga,San Fernando,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,90000.0,20300,69700.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,
24365,Male,Filipino,NCR – National Capital Region,Metro Manila,Parañaque,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,61000.0,11600,49400.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,
24366,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,520000.0,8500,511500.0,More than 2 years,Rented,More than 5 years,Single,0-1,No,More than 5 years,Others,0,
24367,Female,Filipino,Region IV‑A – CALABARZON,Laguna,San Pedro,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,145000.0,9500,135500.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0,
24368,Female,Filipino,BARMM – Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,25000.0,6700,18300.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,
24369,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,18500.0,9600,8900.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,
24370,Female,Filipino,Region XI – Davao Region,Davao del Sur,Kidapawan,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,29500.0,23500,6000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24371,Male,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,90404.0,22399,68005.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24373,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,90000.0,28500,61500.0,More than 2 years,Others,1-5 years,Single,more than 3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,
24374,Female,Filipino,CAR – Cordillera Administrative Region,Benguet,La Trinidad,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,34998.0,12500,22498.0,More than 2 years,Rented,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,
24376,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,8035.0,2000,6035.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,
24377,Male,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,80000.0,35000,45000.0,More than 2 years,Others,Less than a year,Single,2-3,No,Less than 1 year,Professional/Managerial/Officer,0,
24378,Male,Filipino,Region VI – Western Visayas,Capiz,Bacolod City,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,498750.0,92500,406250.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24379,Male,Filipino,NCR – National Capital Region,Metro Manila,Malabon,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,37000.0,1500,35500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0,
24380,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,24000.0,14200,9800.0,More than 2 years,Others,1-5 years,Single,0-1,Yes,2-5 years,Professional/Managerial/Officer,0,
24381,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,16000,-1000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Others,0,
24382,Male,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,65404.0,20399,45005.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24384,Female,Filipino,Region IV‑A – CALABARZON,Quezon,Tayabas,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,30000.0,13000,17000.0,6-12 months,Rented,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,
24385,Male,Filipino,Region VIII – Eastern Visayas,Samar,Catbalogan,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,172000.0,19515,152485.0,More than 2 years,Others,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24386,Female,Filipino,Region V – Bicol Region,Camarines Sur,Naga,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,60000.0,12600,47400.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24387,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,55000.0,83000,-28000.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24388,Male,Filipino,NCR – National Capital Region,Metro Manila,Maddela,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,105000.0,16800,88200.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,0,
24389,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,21500.0,8000,13500.0,More than 2 years,Owned,More than 5 years,Single,2-3,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24391,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Manila,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,50000,161000.0,21300,139700.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24392,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,1700000,255000.0,45000,210000.0,More than 2 years,Owned,1-5 years,Single,more than 3,Yes,2-5 years,Professional/Managerial/Officer,0,
24393,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,67574.0,27400,40174.0,6-12 months,Rented,1-5 years,Single,more than 3,Yes,1-2 years,Professional/Managerial/Officer,0,
24394,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Imus,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,30300.0,22000,8300.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,
24395,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,50000,130000.0,34000,96000.0,More than 2 years,Owned,More than 5 years,Single,0-1,Yes,More than 5 years,Others,0,
24396,Male,Filipino,Region IV‑A – CALABARZON,Laguna,Cabuyao,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,100000.0,5000,95000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,
24397,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,65000.0,75400,-10400.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24398,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Victorias,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15101.0,3700,11401.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,
24401,Female,Filipino,Region III – Central Luzon,Pampanga,Mabalacat,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,57979.0,13799,44180.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,
24402,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,210000.0,30500,179500.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0,
24403,Female,Filipino,Region IV‑A – CALABARZON,Laguna,Calamba,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,69000.0,51000,18000.0,More than 2 years,Free,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24405,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Cainta,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,25000.0,8500,16500.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,
24406,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Morong,Locally Employed with Business,Employed,"No, please prepare postdated checks for your monthly amortization",No,10000,45000.0,15300,29700.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0,
24407,Male,Filipino,Region IV‑A – CALABARZON,Laguna,Manila,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,45000.0,20000,25000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24408,Female,Filipino,NCR – National Capital Region,Metro Manila,Concepcion,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,38400.0,17530,20870.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Others,0,
24409,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Morong,Locally Employed with Business,Employed,"No, please prepare postdated checks for your monthly amortization",No,15000,45000.0,14350,30650.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0,
24411,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,22000.0,9700,12300.0,More than 2 years,Owned,Less than a year,Single,0-1,Yes,Less than 1 year,Professional/Managerial/Officer,0,
24412,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed with Business ,Employed,"No, please prepare postdated checks for your monthly amortization",No,300000,110600.0,38000,72600.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,
24414,Female,Filipino,Region IV‑A – CALABARZON,Rizal,San Mateo,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,170000.0,40300,129700.0,1-2 years,Rented,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,
24415,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,152000.0,75000,77000.0,More than 2 years,Rented,1-5 years,Single,2-3,Yes,2-5 years,Others,0,
24416,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,60000.0,73000,-13000.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24418,Female,Filipino,NCR – National Capital Region,Metro Manila,Mandaluyong,Locally Employed with Business ,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,35000,29100.0,8900,20200.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,
24419,Male,Filipino,Region III – Central Luzon,Bataan,Ajuy,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,190000.0,14500,175500.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0,
24421,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Bacoor,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,5000,45000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Managerial/Officer,0,
24422,Male,Filipino,Region II – Cagayan Valley,Cagayan,Tuguegarao,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,63000.0,41099,21901.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Managerial/Officer,0,
24423,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Manapla,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,11375.0,2400,8975.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,
24426,Female,Filipino,Region III – Central Luzon,Bulacan,San Jose del Monte,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,120000.0,11000,109000.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24427,Male,Others,NCR – National Capital Region,Metro Manila,Pasig,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,700000.0,318000,382000.0,More than 2 years,Rented,More than 5 years,Single,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,0,
24428,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,2400.0,16255,-13855.0,More than 2 years,Free,More than 5 years,Single,2-3,No,More than 5 years,Professional/Managerial/Officer,0,
24431,Male,Filipino,Region X – Northern Mindanao,Misamis Oriental,Tagoloan,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,21345.0,19000,2345.0,More than 2 years,Free,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24432,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,290000.0,35250,254750.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24433,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Tanza,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,10000,31000.0,14300,16700.0,More than 2 years,Owned,1-5 years,Single,2-3,No,2-5 years,Professional/Non-Officer/Skilled,0,
24434,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Silang,Locally Employed with Business,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,27000.0,10500,16500.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24435,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Dasmariñas,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,19000.0,35100,-16100.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,
24436,Female,Filipino,Region IV‑A – CALABARZON,Batangas,Malvar,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,21450.0,4500,16950.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24437,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,5000,433000.0,32700,400300.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24438,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,33000.0,7200,25800.0,More than 2 years,Rented,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24439,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Hinigaran,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,17000.0,10100,6900.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0,
24440,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,5000,345000.0,29700,315300.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24442,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,34000.0,18500,15500.0,More than 2 years,Free,Less than a year,Single,0-1,Yes,Less than 1 year,Professional/Non-Officer/Skilled,0,
24443,Female,Filipino,Region III – Central Luzon,Bulacan,Santa Maria,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,12500,37500.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Others,0,
24444,Male,Filipino,Region IV‑A – CALABARZON,Cavite,General Trias,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,121700.0,12000,109700.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24445,Female,Filipino,Region IV‑A – CALABARZON,Laguna,Calamba,Locally Employed with Business ,With Business,"No, please prepare postdated checks for your monthly amortization",No,60000,50000.0,3950,46050.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,
24446,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Cainta,Locally Employed with Business ,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,5000,39500.0,11000,28500.0,More than 2 years,Free,1-5 years,Single,2-3,No,1-2 years,Professional/Non-Officer/Skilled,0,
24447,Female,Filipino,Region VI – Western Visayas,Negros Occidental,La Carlota,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,67959.0,20100,47859.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24448,Female,Filipino,NCR – National Capital Region,Metro Manila,San Fernando,OFW/Seafarers,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,0,0.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,
24449,Male,Filipino,Region XI – Davao Region,Davao del Sur,Digos,Locally Employed,Employed,"No, please prepare postdated checks for your monthly amortization",No,75000,233000.0,80000,153000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Managerial/Officer,0,
24450,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Locally Employed,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,120000.0,12000,108000.0,More than 2 years,Others,1-5 years,Single,0-1,No,1-2 years,Others,0,
24451,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,19000,31000.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,
24452,Female,Filipino,NCR – National Capital Region,Metro Manila,Mandaluyong,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,135000.0,86900,48100.0,1-2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24453,Female,Filipino,NCR – National Capital Region,Metro Manila,Makati,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,39205.0,8000,31205.0,More than 2 years,Owned,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,
24454,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,189000.0,33500,155500.0,1-2 years,Owned,1-5 years,Single,more than 3,Yes,2-5 years,Professional/Managerial/Officer,0,
24455,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,8750,11250.0,More than 2 years,Owned,More than 5 years,Single,more than 3,Yes,More than 5 years,Others,0,
