id,gender,citizenship,region,province,city_municipality,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,total_cash_inflow,total_cash_outflow,net_income,years_in_residence,home_ownership,business_tenure,ownership_of_business_premises,number_of_paid_employees,business_nature,marital_status,no_of_children,with_children_attending_school,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank
24540,Female,Filipino,NCR – National Capital Region,Metro Manila,Marikina,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,5000000,0.0,112500,-112500.0,More than 2 years,Rented,More than 3 years,Rented,With paid helpers or employees,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,more than 3,Yes,0,
24546,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,110000.0,34980,75020.0,1-2 years,Rented,2-3 years,Rented,Without paid helpers or relatives only,Other Service Activities,Single,more than 3,Yes,0,
24547,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Himamaylan,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,500000,350000.0,57500,292500.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Construction,Single,2-3,Yes,0,
24559,Female,Filipino,Region III – Central Luzon,Bulacan,Bocaue,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,1700000,0.0,114000,-114000.0,More than 2 years,Owned,More than 3 years,Owned (unencumbered),With paid helpers or employees,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,0-1,No,0,
24565,Female,Filipino,Region IV‑A – CALABARZON,Batangas,San Juan,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,18801,-18801.0,More than 2 years,Owned,Less than 6 months,Owned,Without paid helpers or relatives only,Others,Single,0-1,No,0,
24570,Male,Filipino,NCR – National Capital Region,Metro Manila,Mandaluyong,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,35000,240000.0,77000,163000.0,More than 2 years,Rented,6-23 months,Rented,With paid helpers or employees,Food and Hospitality,Single,0-1,No,0,
24592,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,420000.0,77000,343000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Business and Information ,Married,0-1,Yes,0,Yes
24597,Female,Filipino,NCR – National Capital Region,Metro Manila,Marikina,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,350000,50000.0,102000,-52000.0,More than 2 years,Rented,More than 3 years,Rented,With paid helpers or employees,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,more than 3,Yes,0,
24603,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,1100,48900.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Others,Single,0-1,No,0,
24605,Female,Filipino,NCR – National Capital Region,Metro Manila,Muntinlupa,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,80000,12000.0,12200,-200.0,More than 2 years,Others,More than 3 years,Owned (unencumbered),Without paid helpers or relatives only,Other Service Activities,Single,0-1,No,0,
24625,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,250000,250018.0,0,250018.0,More than 2 years,Owned,More than 3 years,Owned (mortgaged),With paid helpers or employees,Other Service Activities,Single,0-1,No,0,
24627,Female,Filipino,Region XI – Davao Region,Davao del Norte,Antipas,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,0,0.0,More than 2 years,Free,2-3 years,Owned (unencumbered),Without paid helpers or relatives only,Other Service Activities,Single,2-3,Yes,0,
24648,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,13000.0,23800,-10800.0,More than 2 years,Owned,2-3 years,Owned (unencumbered),Without paid helpers or relatives only,Other Service Activities,Single,2-3,Yes,0,
24654,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,100000,64000.0,22100,41900.0,More than 2 years,Owned,More than 3 years,Mortgaged,With paid helpers or employees,Food and Hospitality,Single,2-3,No,0,
24655,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,100000,0.0,32300,-32300.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Food and Hospitality,Single,2-3,No,0,
24657,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,198000,84000.0,124900,-40900.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Accommodation & Food Services Activities,Single,2-3,No,0,
24661,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,20000,5000.0,7200,-2200.0,More than 2 years,Free,2-3 years,Owned (unencumbered),Without paid helpers or relatives only,Accommodation & Food Services Activities,Single,more than 3,Yes,0,
24688,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,10000,100000.0,20000,80000.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Others,Single,2-3,Yes,0,
