gender,citizenship,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,salary,business_net_income,commission,other_income,incentive_commission,other_gig_work_salary,other_income_pension_remittance,total_cash_inflow,miscellaneous,clothing,rental_expenses,salaries_helper,transportation,utilities,household_premium,loan_payments,fuel_lpg,medical_expenses,food_expenses,other_expenses,education_expenses,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank,credit_score
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,42000.0,0.0,0.0,0.0,0.0,0.0,3000.0,45000.0,0.0,0.0,0.0,0.0,500.0,4000.0,0.0,5000.0,0.0,0.0,5000.0,1000.0,0.0,15500.0,29500.0,More than 2 years,Others,1-5 years,Single,0-1,Yes,2-5 years,Others,0.0,No,50
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,21600.0,0.0,0.0,2000.0,3000.0,0.0,2000.0,28600.0,0.0,0.0,4000.0,0.0,1000.0,1500.0,0.0,0.0,500.0,0.0,3000.0,0.0,0.0,10000.0,18600.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,60
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,75000.0,0.0,30000.0,0.0,0.0,150000.0,150000.0,405000.0,0.0,0.0,0.0,0.0,5000.0,10000.0,0.0,17000.0,0.0,0.0,10000.0,6000.0,0.0,48000.0,357000.0,More than 2 years,Others,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,Yes,54
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,27000.0,16800.0,27000.0,300.0,0.0,300.0,0.0,0.0,44400.0,0.0,0.0,0.0,2400.0,500.0,455.0,500.0,2500.0,500.0,500.0,700.0,500.0,9900.0,18455.0,25945.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Others,0.0,No,56
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,15000.0,0.0,5000.0,500.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,2000.0,37500.0,62500.0,More than 2 years,Rented,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,Yes,53
Male,Filipino,OFW/Seafarers,With Business,"No, please prepare postdated checks for your monthly amortization",No,20000.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,0.0,0.0,1000.0,3000.0,0.0,0.0,0.0,0.0,4000.0,1000.0,0.0,9000.0,55000.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Others,0.0,Yes,56
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,18000.0,30000.0,0.0,0.0,0.0,4000.0,0.0,0.0,34000.0,0.0,0.0,0.0,0.0,3500.0,1800.0,500.0,9.0,1200.0,0.0,3000.0,2000.0,0.0,12009.0,21991.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0.0,No,59
Male,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",No,0.0,21000.0,0.0,0.0,0.0,12000.0,10000.0,0.0,43000.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,5166.0,1000.0,0.0,1500.0,1000.0,0.0,10466.0,32534.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,58
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,30000.0,500.0,0.0,2000.0,500.0,0.0,35500.0,-18500.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,57
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,75000.0,0.0,25000.0,0.0,0.0,0.0,150000.0,250000.0,0.0,0.0,0.0,0.0,5000.0,10000.0,0.0,20000.0,0.0,0.0,10000.0,10000.0,0.0,55000.0,195000.0,More than 2 years,Others,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0.0,Yes,56
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,19500.0,0.0,0.0,0.0,10000.0,6000.0,0.0,35500.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,800.0,1000.0,3000.0,500.0,0.0,8300.0,27200.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,62
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,39000.0,0.0,0.0,0.0,30000.0,0.0,0.0,69000.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,16000.0,0.0,0.0,5000.0,1000.0,0.0,27000.0,42000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0.0,No,61
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,6000.0,10000.0,0.0,7716.0,1000.0,0.0,12000.0,0.0,15000.0,51716.0,128284.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0.0,Yes,65
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,37166.0,0.0,0.0,0.0,49500.0,0.0,0.0,86666.0,0.0,0.0,0.0,0.0,1500.0,15000.0,0.0,0.0,3500.0,0.0,4500.0,2000.0,0.0,26500.0,60166.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,59
Male,Filipino,OFW/Seafarers,With Business,"No, please prepare postdated checks for your monthly amortization",No,0.0,35000.0,0.0,0.0,0.0,5000.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,More than 2 years,Owned,More than 5 years,Single,0-1,Yes,More than 5 years,Others,0.0,No,58
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,0.0,2000.0,0.0,32000.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,1000.0,1500.0,5000.0,0.0,0.0,11000.0,21000.0,More than 2 years,Owned,More than 5 years,Single,2-3,No,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,59
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,5000.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,500.0,6000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,10500.0,24500.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,62
Male,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",No,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,15000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,No,57
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,21600.0,0.0,0.0,0.0,3000.0,0.0,0.0,24600.0,0.0,0.0,4000.0,0.0,1000.0,2000.0,1000.0,0.0,400.0,0.0,2000.0,0.0,0.0,10400.0,14200.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,60
Female,Filipino,OFW/Seafarers,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,67000.0,0.0,0.0,0.0,135000.0,0.0,0.0,202000.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,2000.0,0.0,8000.0,2000.0,10000.0,36000.0,166000.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,56
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,15000.0,0.0,1500.0,0.0,7000.0,0.0,1500.0,25000.0,0.0,0.0,0.0,0.0,1300.0,800.0,0.0,0.0,0.0,0.0,8000.0,0.0,1000.0,11100.0,13900.0,More than 2 years,Others,1-5 years,Single,2-3,Yes,1-2 years,Others,0.0,No,51
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,0.0,0.0,2000.0,10000.0,0.0,37000.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,700.0,36300.0,More than 2 years,Others,Less than a year,Single,0-1,No,Less than 1 year,Others,0.0,No,49
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,31737.0,30000.0,0.0,0.0,0.0,0.0,20000.0,81737.0,0.0,0.0,0.0,0.0,2000.0,3000.0,1000.0,20000.0,1000.0,1000.0,10000.0,5000.0,3000.0,46000.0,35737.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0.0,No,63
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,61000.0,0.0,0.0,9800.0,0.0,0.0,5000.0,0.0,0.0,1000.0,0.0,12000.0,2000.0,0.0,29800.0,31200.0,1-2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0.0,No,58
Female,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",No,0.0,20000.0,30000.0,0.0,0.0,2000.0,0.0,0.0,52000.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,5000.0,500.0,1500.0,11000.0,41000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Others,0.0,No,57
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,75000.0,0.0,0.0,5000.0,0.0,100000.0,0.0,180000.0,0.0,0.0,0.0,0.0,5000.0,10000.0,0.0,17000.0,1200.0,1500.0,10000.0,0.0,0.0,44700.0,135300.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0.0,No,59
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,4000.0,0.0,1000.0,2500.0,0.0,0.0,800.0,0.0,10000.0,0.0,0.0,18300.0,-300.0,More than 2 years,Rented,1-5 years,Single,2-3,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,53
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,21300.0,0.0,0.0,0.0,9800.0,0.0,0.0,31100.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,850.0,0.0,3000.0,500.0,0.0,8850.0,22250.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,0.0,No,50
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,65959.0,0.0,0.0,0.0,0.0,0.0,0.0,65959.0,0.0,0.0,0.0,0.0,1000.0,1500.0,0.0,5000.0,0.0,1000.0,5000.0,1000.0,0.0,14500.0,51459.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,Yes,58
Male,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",No,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,2218.0,0.0,0.0,500.0,300.0,0.0,3518.0,16482.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,61
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,41000.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,4200.0,0.0,14200.0,26800.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,55
Male,Filipino,OFW/Seafarers,With Business,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,40000.0,0.0,10000.0,5000.0,5000.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,500.0,1800.0,1000.0,0.0,900.0,3000.0,10000.0,3000.0,5000.0,25200.0,34800.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0.0,No,60
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,29000.0,0.0,1500.0,0.0,500.0,0.0,0.0,31000.0,0.0,0.0,0.0,0.0,1500.0,2500.0,0.0,0.0,0.0,0.0,5000.0,0.0,1600.0,10600.0,20400.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,60
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,21000.0,0.0,0.0,0.0,4000.0,0.0,0.0,25000.0,0.0,0.0,3500.0,0.0,1300.0,500.0,0.0,0.0,0.0,4000.0,2500.0,2500.0,0.0,14300.0,10700.0,More than 2 years,Rented,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,No,51
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,250000.0,0.0,0.0,50000.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,1500.0,0.0,15000.0,5000.0,5000.0,33500.0,266500.0,More than 2 years,Others,1-5 years,Single,2-3,Yes,2-5 years,Professional/Managerial/Officer,0.0,Yes,57
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15000.0,0.0,0.0,5000.0,20000.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,1000.0,1100.0,0.0,5000.0,2500.0,0.0,17600.0,22400.0,More than 2 years,Free,1-5 years,Single,2-3,No,1-2 years,Professional/Managerial/Officer,0.0,No,56
Male,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",No,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,300.0,500.0,6000.0,500.0,0.0,11800.0,38200.0,More than 2 years,Others,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0.0,Yes,55
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,1000.0,900.0,0.0,0.0,900.0,0.0,3000.0,0.0,0.0,5800.0,6700.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0.0,No,54
Female,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,2000.0,30000.0,8000.0,5000.0,6000.0,5000.0,3000.0,2000.0,59000.0,0.0,0.0,200.0,500.0,300.0,3000.0,200.0,200.0,300.0,300.0,10000.0,300.0,8000.0,23300.0,35700.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Others,0.0,No,54
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,15000.0,300000.0,18000.0,1000.0,2500.0,2000.0,2000.0,2000.0,327500.0,0.0,0.0,2000.0,400.0,2500.0,1500.0,350.0,970.0,2100.0,250.0,8500.0,1200.0,500.0,20270.0,307230.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Others,0.0,Yes,57
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,3700.0,0.0,0.0,980.0,0.0,300.0,500.0,0.0,5480.0,24520.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0.0,No,58
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,31000.0,0.0,0.0,0.0,10000.0,0.0,0.0,41000.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1500.0,39500.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0.0,No,58
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,More than 2 years,Owned,Less than a year,Single,0-1,Yes,Less than 1 year,Professional/Managerial/Officer,0.0,No,62
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,5000.0,13000.0,More than 2 years,Others,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,53
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,1000.0,0.0,9000.0,0.0,0.0,12500.0,-12466.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Others,0.0,No,54
Male,Filipino,OFW/Seafarers,Employed,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,193000.0,30000.0,0.0,80000.0,0.0,0.0,6500.0,309500.0,0.0,0.0,20000.0,0.0,1000.0,4000.0,0.0,0.0,1000.0,0.0,15000.0,500.0,5000.0,46500.0,263000.0,More than 2 years,Rented,More than 5 years,Single,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,0.0,Yes,61
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,10000.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,19000.0,3000.0,0.0,24000.0,16000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,60
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,47890.0,0.0,0.0,0.0,0.0,0.0,0.0,47890.0,0.0,0.0,0.0,0.0,3000.0,5000.0,0.0,3000.0,1000.0,0.0,10000.0,2000.0,0.0,24000.0,23890.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,58
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,40000.0,0.0,0.0,0.0,2000.0,0.0,2000.0,44000.0,0.0,0.0,2500.0,0.0,2000.0,3000.0,0.0,0.0,0.0,500.0,5000.0,2000.0,1000.0,16000.0,28000.0,1-2 years,Others,1-5 years,Single,0-1,Yes,2-5 years,Professional/Managerial/Officer,0.0,No,53
Male,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",Yes,4500.0,45.0,0.0,0.0,0.0,5000.0,0.0,0.0,5045.0,0.0,0.0,2000.0,0.0,500.0,1800.0,2000.0,0.0,1000.0,3000.0,15000.0,0.0,5000.0,30300.0,-25255.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Others,0.0,No,60
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,488480.0,0.0,0.0,0.0,0.0,0.0,0.0,488480.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,1599.0,0.0,0.0,2099.0,486381.0,More than 2 years,Owned,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,Yes,64
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,70000.0,0.0,0.0,0.0,10000.0,0.0,40000.0,120000.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,900.0,1000.0,15000.0,1000.0,20000.0,42900.0,77100.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0.0,Yes,65
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,23134.0,0.0,0.0,0.0,0.0,0.0,0.0,23134.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,1670.0,21464.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,61
Male,Filipino,OFW/Seafarers,Employed,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,3000.0,6000.0,0.0,0.0,0.0,0.0,10000.0,0.0,5000.0,24000.0,36000.0,More than 2 years,Owned,More than 5 years,Single,2-3,No,More than 5 years,Others,0.0,No,59
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,23000.0,0.0,0.0,0.0,1500.0,500.0,2000.0,27000.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,600.0,0.0,2000.0,0.0,0.0,4100.0,22900.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0.0,No,55
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,10000.0,0.0,90000.0,0.0,0.0,130000.0,0.0,0.0,650.0,1000.0,500.0,1000.0,500.0,2000.0,1000.0,500.0,2000.0,1000.0,1000.0,11150.0,118850.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,59
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,15000.0,0.0,2000.0,0.0,5000.0,8000.0,0.0,30000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,750.0,1000.0,5000.0,1000.0,0.0,9750.0,20250.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,59
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,19578.0,0.0,0.0,0.0,1500.0,0.0,0.0,21078.0,0.0,0.0,0.0,0.0,3000.0,2000.0,0.0,5000.0,0.0,0.0,4000.0,0.0,0.0,14000.0,7078.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,0.0,No,50
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3100.0,2900.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0.0,No,54
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,500.0,0.0,5000.0,500.0,0.0,15000.0,13000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,No,58
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,2000.0,0.0,0.0,32000.0,0.0,0.0,0.0,2000.0,4000.0,1000.0,0.0,0.0,250.0,0.0,4000.0,3000.0,2000.0,16250.0,15750.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,Yes,60
Male,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",No,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,800.0,2000.0,3000.0,2000.0,0.0,11800.0,11200.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,61
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15100.0,0.0,0.0,0.0,15100.0,150.0,0.0,30350.0,0.0,0.0,0.0,500.0,1000.0,2000.0,0.0,0.0,0.0,0.0,10000.0,500.0,0.0,14000.0,16350.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0.0,No,59
Female,Filipino,Regular Employee,With Business,"No, please prepare postdated checks for your monthly amortization",No,5000.0,16000.0,0.0,0.0,0.0,1500.0,0.0,0.0,17500.0,0.0,0.0,0.0,0.0,1500.0,0.0,3000.0,0.0,350.0,500.0,4000.0,1000.0,0.0,10350.0,7150.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,No,57
Female,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,18000.0,0.0,0.0,0.0,5500.0,0.0,0.0,23500.0,0.0,0.0,0.0,0.0,500.0,2500.0,0.0,0.0,900.0,0.0,4000.0,0.0,0.0,7900.0,15600.0,More than 2 years,Owned,Less than a year,Single,2-3,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,No,57
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,0.0,0.0,6000.0,0.0,0.0,31000.0,0.0,0.0,0.0,0.0,2000.0,3000.0,0.0,3500.0,1000.0,2000.0,6000.0,3000.0,0.0,20500.0,10500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,No,58
Male,Filipino,Regular Employee,Employed,"No, please prepare postdated checks for your monthly amortization",No,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,500.0,0.0,6000.0,500.0,2500.0,12500.0,7500.0,More than 2 years,Owned,More than 5 years,Single,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,60
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,82500.0,0.0,0.0,0.0,10000.0,0.0,0.0,92500.0,0.0,0.0,3500.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,5000.0,10000.0,0.0,21500.0,71000.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,55
